DestPlace;DestNo;Date;Time;Minutes;Amt1;CustNo;UserID;CallGroup
Huddersfield;1484425454;14.3;12:28;15:59;0,028;SBV051521;1484530710;LOC
Huddersfield;1484454567;6.3;12:28;11:59;0,026;SBV051521;1484530710;LOC
;1604660647;6.5;12:28;17:59;0,02;SBV022714;800252099;FRE
Matlock;1629822238;13.5;12:28;8:59;0,024;SBV121201;1629823472;LOC
Peterborough;1733394200;3.4;12:28;13:59;0,036;320180;1778347123;LOC
Sandy;1767692992;3.4;12:28;22:59;0,066;320180;1778347123;NAT
Ripley;1773541020;13.5;12:28;1:12;0,029;SBV121201;1629825623;LOC
Bourne;1778342039;2.4;12:28;1:59;0,03;320180;1778347123;LOC
Wem;1939232328;12.3;12:28;3:17;0,156;SBV281110;1746765454;NAT
Wigan;1942708911;9.4;12:28;2:04;0,106;SBV051521;1484530710;NAT
London;2074856612;18.4;12:28;1:41;0,109;320180;1778347123;NAT
Cellnet;7740173516;23.3;12:28;1:59;0,024;SBV051521;1484530710;MOB
Cellnet;7740173516;3.5;12:28;7:59;0,136;SBV051521;1484530710;MOB
Orange Pcs;7855305729;4.3;12:28;7:59;0,026;SBV051521;1484530710;MOB
Vodafone;7880738995;7.5;12:28;5:59;0,175;217654;1189831526;MOB
;1132667219;26.5;12:29;6:47;0,471;SBV022714;800252099;FRE
Leeds;1132754284;14.5;12:29;12:59;0,045;SBV051521;1484531712;NAT
Sheffield;1142527300;25.4;12:29;2:28;0,146;320180;1778347123;NAT
;1142812821;30.5;12:29;13:59;0,044;SBV033005;800435723;FRE
;1162874824;14.5;12:29;1:09;0,079;SBV022714;800252099;FRE
Colchester;1206863737;29.3;12:29;9:44;0,313;SBV061205;1473687679;LOC
;1217720115;11.5;12:29;12:59;0,042;SBV022714;800243093;FRE
Barnsley;1226388522;2.3;12:29;2:33;0,097;SBV051521;1484530710;LOC
;1313334207;25.5;12:29;5:03;0,35;SBV010901;8009806000;FRE
;1382643251;29.5;12:29;1:38;0,113;SBV010901;8009806000;FRE
Ipswich;1473216333;19.4;12:29;2:17;0,088;SBV061205;1473687679;LOC
Ipswich;1473231643;29.3;12:29;2:03;0,081;SBV061205;1473687690;LOC
Ipswich;1473780398;8.3;12:29;4:21;0,151;SBV061205;1473687679;LOC
Huddersfield;1484341422;12.4;12:29;14:59;0,027;SBV051521;1484530710;LOC
Huddersfield;1484342245;5.3;12:29;0:59;0,02;SBV051521;1484530710;LOC
Huddersfield;1484515322;10.4;12:29;1:25;0,062;SBV051521;1484530710;LOC
Huddersfield;1484540006;12.3;12:29;16:59;0,028;SBV051521;1484530710;LOC
Manchester;1612247719;10.5;12:29;5:59;0,025;308;2074316125;NAT
;1618773081;25.5;12:29;13:59;0,016;SBV062205;8009806333;FRE
Matlock;1629582674;14.5;12:29;1:23;0,061;SBV121201;1629823472;LOC
Rochdale;1706379161;15.3;12:29;9:59;0,043;SBV051521;1484530710;NAT
Peterborough;1733397200;3.4;12:29;1:13;0,062;320180;1778347123;LOC
Peterborough;1733563965;11.4;12:29;4:52;0,16;320180;1778347123;LOC
Bourne;1778346982;10.4;12:29;1:49;0,078;320180;1778347123;LOC
Stamford;1780752136;30.4;12:29;14:59;0,047;320180;1778347123;LOC
Sudbury;1787373421;17.4;12:29;1:51;0,075;SBV061205;1473687679;LOC
Wakefield;1924410170;30.5;12:29;2:59;0,038;SBV012901;2085758443;NAT
Pontefract;1977616550;26.3;12:29;3:59;0,022;SBV051521;1484530710;NAT
London;2084455353;3.5;12:29;2:18;0,115;SBV032615;1634407040;NAT
;2476343116;22.5;12:29;3:54;0,271;SBV022714;800243225;FRE
;2476636902;21.5;12:29;2:30;0,173;SBV022714;800252099;FRE
Tscr Limited;7761561444;25.4;12:29;19:59;0,061;SBV051521;1484530710;MOB
Vodafone;7796404112;5.4;12:29;3:43;0,506;SBV051521;1484530710;MOB
Cellnet;7801866750;10.5;12:29;3:59;0,045;308;2074316125;MOB
Torch;8451287424;11.5;12:29;10:59;0,037;SBV121201;1629825623;LOC
Burton-On-Tre;128357571;11.5;12:30;4:59;0,023;SBV121201;1629823472;NAT
Vodafone;467835060;12.3;12:30;21:59;0,067;SBV051521;1484530710;MOB
Leeds;1132329111;13.3;12:30;3:33;0,168;SBV051521;1484530710;NAT
Nottingham;1159206875;8.5;12:30;5:59;0,04;SBV012901;2085758443;NAT
;1162353908;24.4;12:30;3:00;0,208;SBV022713;800833481;FRE
Colchester;1206772080;27.3;12:30;2:39;0,1;SBV061205;1473687679;LOC
;1213548561;10.5;12:30;6:54;0,479;SBV010901;8009806000;FRE
;1274582592;5.5;12:30;2:47;0,193;SBV022714;800252048;FRE
;1280813754;13.5;12:30;2:39;0,184;SBV022714;800252048;FRE
Halifax;1422332171;13.3;12:30;7:09;0,235;SBV051521;1484530710;LOC
;1457852374;7.5;12:30;1:16;0,088;SBV022714;800243189;FRE
Huddersfield;1484221892;30.3;12:30;3:21;0,121;SBV051521;1484530710;LOC
Huddersfield;1484234021;16.3;12:30;4:30;0,155;SBV051521;1484530710;LOC
Huddersfield;1484234049;2.4;12:30;2:42;0,101;SBV051521;1484530710;LOC
Huddersfield;1484421126;1.3;12:30;2:26;0,093;SBV051521;1484530710;LOC
;1494531394;23.5;12:30;9:59;0,067;SBV022714;800252048;FRE
Matlock;1629822944;12.5;12:30;5:31;0,062;SBV121201;1246822893;LOC
Peterborough;1733340345;10.5;12:30;2:51;0,106;320180;1778347123;LOC
Peterborough;1733810476;5.4;12:30;1:03;0,058;320180;1778347123;LOC
Shrewsbury;1743357262;2.3;12:30;22:59;0,035;SBV281110;1746765454;NAT
;1753888882;9.5;12:30;3:08;0,217;SBV022714;800252358;FRE
Ripon;1765658630;21.3;12:30;0:59;0,054;SBV051521;1484530710;NAT
Spalding;1775765425;13.3;12:30;5:42;0,183;320180;1778347123;LOC
Bourne;1778342044;2.4;12:30;7:38;0,235;320180;1778347123;LOC
Wakefield;1924402389;4.5;12:30;18:59;0,041;SBV051521;1484530710;LOC
Pontefract;1977552674;14.5;12:30;5:59;0,04;SBV051521;1484530710;NAT
London;2088538801;30.3;12:30;6:59;0,041;SBV051521;1484531712;NAT
Cellnet;7713502019;2.3;12:30;4:21;0,561;SBV051521;1484530710;MOB
Vodafone;7748813977;23.3;12:30;16:59;0,109;SBV051521;1484530710;MOB
Tscr Limited;7761821986;17.5;12:30;4:59;0,042;332833;1440730295;MOB
;7971589443;29.3;12:30;1:22;0,094;SBV033003;800393494;FRE
Cellnet;410958225;29.3;12:31;14:59;0,051;SBV051521;1484530710;MOB
;1132250397;4.5;12:31;3:25;0,237;SBV022714;800252099;FRE
Leeds;1132391296;30.3;12:31;23:59;0,036;SBV051521;1484531712;NAT
;1132938008;15.5;12:31;3:27;0,239;SBV022714;800243093;FRE
Reading;1189409012;30.5;12:31;1:32;0,071;217654;1189831526;LOC
Colchester;1206751780;4.5;12:31;1:03;0,051;SBV061205;1473687690;LOC
;1216076030;2.5;12:31;1:59;0,057;SBV022714;800252099;FRE
Burton-On-Tre;1283575671;11.5;12:31;8:59;0,059;SBV121201;1629823472;NAT
Huddersfield;1484222230;8.3;12:31;1:09;0,054;SBV051521;1484530710;LOC
Huddersfield;1484305884;5.3;12:31;4:59;0,034;SBV051521;1484530710;LOC
Huddersfield;1484513434;14.5;12:31;1:00;0,05;SBV051521;1484530710;LOC
;1515135470;12.5;12:31;1:30;0,104;SBV022714;800252048;FRE
;1543459208;14.5;12:31;9:59;0,067;SBV010901;8009806000;FRE
Rotherham;1709326628;9.4;12:31;10:59;0,044;SBV051521;1484530710;NAT
Peterborough;1733551111;4.5;12:31;2:13;0,089;320180;1778347123;LOC
Bourne;1778343455;2.5;12:31;2:40;0,101;320180;1778347123;LOC
Bourne;1778343519;10.5;12:31;1:55;0,081;320180;1778347123;LOC
Bourne;1778425876;14.5;12:31;23:59;0,051;320180;1778347123;LOC
Stamford;1780721717;24.4;12:31;4:59;0,042;320180;1778347123;LOC
Wakefield;1924211611;12.4;12:31;6:59;0,035;SBV051521;1484530710;LOC
Wakefield;1924326219;3.5;12:31;5:06;0,174;SBV051521;1484530710;LOC
Wakefield;1924371100;5.3;12:31;1:27;0,063;SBV051521;1484530710;LOC
;1933665620;24.5;12:31;23:59;0,055;SBV022714;800252048;FRE
London;2075531223;11.5;12:31;22:59;0,035;SBV061205;1473687679;NAT
London;2075531435;25.4;12:31;17:59;0,032;SBV061205;1473687679;NAT
One-2-One;7951605027;16.3;12:31;3:20;0,562;SBV051521;1484530710;MOB
Orange;976855278;18.4;12:32;1:02;0,166;SBV051521;1484530710;MOB
Leeds;1132391296;21.3;12:32;2:59;0,038;SBV051521;1484531712;NAT
;1142450249;15.5;12:32;11:59;0,013;SBV033001;8009806014;FRE
;1142527300;27.3;12:32;20:59;0,024;SBV022713;800833481;FRE
Colchester;1206863737;30.3;12:32;2:33;0,097;SBV061205;1473687679;LOC
;1216040066;10.5;12:32;2:59;0,059;SBV022714;800252099;FRE
;1295738645;18.5;12:32;3:53;0,269;SBV022714;800252099;FRE
;1332331622;22.4;12:32;1:50;0,127;SBV022713;800833481;FRE
Huddersfield;1484540587;2.3;12:32;1:43;0,071;SBV051521;1484530710;LOC
;1536771357;16.5;12:32;1:15;0,086;SBV022714;800243189;FRE
Manchester;1617371001;3.5;12:32;2:03;0,105;SBV012901;2085758443;NAT
Mansfield;1623723332;8.5;12:32;5:59;0,04;SBV012901;2085758443;NAT
Mansfield;1623754266;8.5;12:32;3:59;0,039;SBV012901;2085758443;NAT
;1636613030;9.5;12:32;2:26;0,169;SBV022714;800243225;FRE
;1664560227;14.5;12:32;1:54;0,132;SBV022714;800243225;FRE
;1709588435;1.5;12:32;1:32;0,106;SBV033001;8009806014;FRE
Shrewsbury;1743357262;21.3;12:32;1:12;0,07;SBV281110;1746765454;NAT
Ripley;1773606061;10.5;12:32;5:59;0,047;SBV121201;1246822893;LOC
;1865722023;29.5;12:32;10:59;0,068;SBV022714;800252099;FRE
;1902663610;21.5;12:32;1:59;0,03;SBV022714;800252099;FRE
Wakefield;1924478696;9.4;12:32;13:59;0,027;SBV051521;1484530710;LOC
London;2075635784;19.4;12:32;9:59;0,026;SBV061205;1473687679;NAT
Southampton;2380431875;24.5;12:32;23:59;0,053;SBV032615;1634407040;NAT
;7773679961;8.5;12:32;1:35;0,11;SBV022714;800252099;FRE
Cellnet;7801455464;16.3;12:32;2:59;0,076;SBV051521;1484530710;MOB
Vodafone;7818411180;15.3;12:32;1:36;0,229;SBV051521;1484530710;MOB
Cellnet;411671367;23.3;12:33;4:59;0,08;SBV051521;1484530710;MOB
Cellnet;850660700;26.3;12:33;9:59;0,09;SBV061205;1473687679;MOB
Leeds;1132329111;8.3;12:33;15:59;0,047;SBV051521;1484530710;NAT
Leeds;1132777711;2.5;12:33;8:59;0,059;SBV051521;1484530710;NAT
;1235772969;8.5;12:33;2:15;0,156;SBV010901;8009806000;FRE
Bradford;1274724210;2.3;12:33;12:59;0,038;SBV051521;1484531712;LOC
Ipswich;1473411291;26.3;12:33;1:55;0,077;SBV061205;1473687679;LOC
Ipswich;1473694300;9.5;12:33;1:15;0,057;SBV061205;1473687679;LOC
Huddersfield;1484454567;4.4;12:33;13:59;0,039;SBV051521;1484530710;LOC
Huddersfield;1484462355;1.3;12:33;1:59;0,033;SBV051521;1484530710;LOC
Huddersfield;1484541649;26.4;12:33;8:38;0,28;SBV051521;1484530710;LOC
Huddersfield;1484658499;27.3;12:33;20:59;0,03;SBV051521;1484530710;LOC
Huddersfield;1484667166;22.3;12:33;5:59;0,035;SBV051521;1484530710;LOC
;1663765091;24.5;12:33;1:43;0,119;SBV022714;800252099;FRE
Colney;1707390435;24.5;12:33;1:55;0,078;800041177;2074830953;LOC
Ripley;1773541020;10.5;12:33;18:59;0,041;SBV121201;1629823472;LOC
Bourne;1778343519;10.5;12:33;1:59;0,03;320180;1778347123;LOC
;1903522233;30.5;12:33;6:30;0,451;SBV010901;8009806000;FRE
Wakefield;1924410170;21.5;12:33;10:59;0,044;SBV012901;2085758443;NAT
Pontefract;1977552674;5.3;12:33;4:11;0,194;SBV051521;1484530710;NAT
London;2072090403;10.5;12:33;9:59;0,075;320180;1778347123;NAT
London;2075635784;19.4;12:33;2:27;0,122;SBV061205;1473687679;NAT
London;2084468263;17.4;12:33;22:59;0,035;SBV061205;1473687679;NAT
;2476224907;3.5;12:33;2:17;0,158;SBV022714;800252099;FRE
Cellnet;7801455464;15.3;12:33;2:04;0,277;SBV051521;1484530710;MOB
Cellnet;7808289362;27.4;12:33;3:59;0,028;SBV051521;1484530710;MOB
Orange Pcs;7929605988;2.4;12:33;9:59;0,1;SBV051521;1484530710;MOB
;7949073480;25.5;12:33;3:56;0,273;SBV033005;800435723;FRE
Orange;7966199278;1.5;12:33;10:59;0,082;SBV071801;1652640565;MOB
Orange;7974967050;9.4;12:33;3:47;0,557;SBV051521;1484530710;MOB
Orange;7976426059;1.5;12:33;8:59;0,041;SBV051521;1484530710;MOB
Leeds;1132329111;5.3;12:34;1:17;0,073;SBV051521;1484530710;NAT
Reading;1189836481;27.5;12:34;10:43;0,102;217654;1189831526;LOC
Coppull;1257485300;1.5;12:34;1:28;0,081;SBV051521;1484530710;NAT
Halifax;1422342792;16.3;12:34;0:59;0,02;SBV051521;1484530710;LOC
Halifax;1422832412;8.3;12:34;8:59;0,024;SBV051521;1484530710;LOC
Ipswich;1473231643;29.3;12:34;1:05;0,052;SBV061205;1473687690;LOC
Huddersfield;1484515322;30.3;12:34;7:59;0,036;SBV051521;1484530710;LOC
Huddersfield;1484515455;10.4;12:34;2:59;0,033;SBV051521;1484531712;LOC
;1484718952;16.5;12:34;1:05;0,075;SBV022714;800252099;FRE
;1515517749;30.5;12:34;0:59;0,056;SBV022714;800243088;FRE
;1621891728;18.5;12:34;5:46;0,4;SBV010901;8009806000;FRE
Preston;1772741506;7.3;12:34;1:08;0,067;SBV051521;1484530710;NAT
Bourne;1778343519;10.5;12:34;1:23;0,067;320180;1778347123;LOC
;1869326600;16.5;12:34;18:59;0,049;SBV022714;800243189;FRE
York;1904422934;5.4;12:34;2:43;0,133;SBV051521;1484530710;NAT
Wakefield;1924326219;5.4;12:34;2:08;0,084;SBV051521;1484530710;LOC
;1926633719;20.5;12:34;3:59;0,06;SBV022714;800252048;FRE
London;2083051600;17.4;12:34;14:59;0,047;SBV061205;1473687679;NAT
London;2083542539;23.5;12:34;6:59;0,053;800041177;2074830953;LOC
London;2084408466;14.3;12:34;9:59;0,06;SBV051521;1484530710;NAT
;2085945588;24.5;12:34;20:59;0,024;SBV010901;8009806000;FRE
;2476343116;22.5;12:34;3:59;0,06;SBV022714;800243225;FRE
;2476849258;27.5;12:34;12:59;0,015;SBV022714;800252099;FRE
Cellnet;7710114446;25.4;12:34;10:59;0,042;SBV051521;1484530710;MOB
Cellnet;7710192501;4.3;12:34;7:59;0,021;SBV051521;1484530710;MOB
Cellnet;7801986845;4.3;12:34;9:59;0,022;SBV051521;1484530710;MOB
Cellnet;7808404633;21.3;12:34;10:59;0,092;SBV051521;1484530710;MOB
Vodafone;7909691394;6.4;12:34;16:59;0,109;SBV051521;1484530710;MOB
Orange;7989051761;22.3;12:34;1:08;0,241;320180;1778347123;MOB
Racal (groupe;385902437;16.3;12:35;22:59;0,07;SBV051521;1484530710;MOB
Tscr (gsm);802890000;11.4;12:35;1:01;0,146;SBV051521;1484530710;MOB
;1132289136;29.5;12:35;1:31;0,105;SBV022714;800252099;FRE
Leeds;1133877003;12.3;12:35;5:59;0,04;SBV051521;1484531712;NAT
;1142345736;26.5;12:35;1:04;0,074;SBV022714;800252099;FRE
Nottingham;1159092519;8.5;12:35;2:08;0,108;SBV121201;1629825623;NAT
;1159304344;30.5;12:35;1:04;0,074;SBV022714;800243189;FRE
Colchester;1206540059;7.3;12:35;1:44;0,072;SBV061205;1473687679;LOC
Halifax;1422342792;16.3;12:35;13:59;0,039;SBV051521;1484530710;LOC
Huddersfield;1484324084;28.4;12:35;1:16;0,029;SBV051521;1484530710;LOC
Huddersfield;1484430000;12.4;12:35;1:13;0,056;SBV051521;1484530710;LOC
;1522693303;21.3;12:35;5:59;0,006;SBV022713;800833481;FRE
;1536519178;20.5;12:35;1:55;0,133;SBV022714;800243093;FRE
Cranbrooke;1580891137;23.5;12:35;2:24;0,12;SBV032615;1634407040;NAT
Bourne;1778346550;22.3;12:35;1:03;0,058;320180;1778347123;LOC
;2085213615;9.5;12:35;7:44;0,537;SBV010901;8009806000;FRE
London;2088538800;21.3;12:35;12:27;0,539;SBV051521;1484530710;NAT
Vodafone;7796110701;10.4;12:35;3:59;0,081;SBV061205;1473687679;MOB
Cellnet;7801434908;19.3;12:35;2:24;0,318;SBV051521;1484530710;MOB
Cellnet;7801434908;20.3;12:35;14:59;0,1;SBV051521;1484530710;MOB
Tscr (gsm);7802947799;16.3;12:35;5:28;0,87;320180;1778347123;MOB
Orange;7968294030;3.4;12:35;0:59;0,079;SBV281110;1746765454;MOB
Orange;7971870741;2.3;12:35;6:59;0,098;SBV051521;1484530710;MOB
Colchester;1206518000;17.4;12:36;1:11;0,055;SBV061205;1473687679;LOC
;1213735574;14.5;12:36;2:01;0,14;SBV022714;800243093;FRE
;1268272823;11.5;12:36;3:42;0,257;SBV010901;8009806000;FRE
Bradford;1274626622;2.3;12:36;12:59;0,038;SBV051521;1484530710;LOC
East Grinstea;1342323898;24.5;12:36;2:20;0,117;SBV032615;1634407040;NAT
Ipswich;1473216333;19.4;12:36;19:59;0,042;SBV061205;1473687679;LOC
Ipswich;1473787680;5.4;12:36;14:59;0,039;SBV061205;1473687679;LOC
Huntingdon;1480414188;30.4;12:36;18:59;0,044;320180;1778347123;NAT
Huddersfield;1484222918;2.4;12:36;22:59;0,031;SBV051521;1484530710;LOC
Huddersfield;1484536273;9.3;12:36;14:59;0,027;SBV051521;1484530710;LOC
Norwich;1603789439;17.4;12:36;1:59;0,038;SBV061205;1473687679;NAT
;1625616741;21.5;12:36;3:36;0,25;SBV022714;800243088;FRE
Bourne;1778344533;21.3;12:36;10:59;0,034;320180;1778347123;LOC
Wakefield;1924495217;2.3;12:36;10:59;0,037;SBV051521;1484530710;LOC
;1933402630;27.5;12:36;2:48;0,194;SBV022714;800252048;FRE
Cellnet;7715008839;26.4;12:36;15:59;0,053;SBV051521;1484530710;MOB
Vodafone;7769664735;10.4;12:36;2:48;0,386;SBV051521;1484530710;MOB
Vodafone;7796110701;10.4;12:36;1:11;0,174;SBV061205;1473687679;MOB
;7813435719;19.5;12:36;3:57;0,274;SBV022713;800833481;FRE
;7870106054;22.5;12:36;3:06;0,215;SBV022714;800243189;FRE
One-2-One;7947681321;24.3;12:36;1:21;0,06;SBV051521;1484530710;MOB
;1162874824;16.5;12:37;2:31;0,174;SBV022714;800252099;FRE
;1212526234;14.5;12:37;1:45;0,121;SBV022714;800243189;FRE
;1214217968;15.5;12:37;2:41;0,186;SBV022714;800252099;FRE
;1235536044;21.5;12:37;3:01;0,209;SBV022714;800243088;FRE
;1235763586;9.5;12:37;2:19;0,161;SBV022714;800252358;FRE
Chesterfield;1246822893;10.5;12:37;2:59;0,045;SBV121201;1629823472;LOC
Halifax;1422342792;16.3;12:37;1:09;0,054;SBV051521;1484530710;LOC
;1452311165;24.5;12:37;14:59;0,045;SBV010901;8009806000;FRE
Ipswich;1473554521;23.3;12:37;17:59;0,029;SBV061205;1473687679;LOC
Ipswich;1473780398;27.3;12:37;10:59;0,037;SBV061205;1473687679;LOC
Huddersfield;1484223630;2.4;12:37;19:59;0,03;SBV051521;1484530710;LOC
Huddersfield;1484653218;11.4;12:37;1:06;0,053;SBV051521;1484530710;LOC
Maldon;1621816581;10.5;12:37;19:27;0,946;21827;1787227570;NAT
Rochdale;1706648004;2.3;12:37;7:59;0,042;SBV051521;1484530710;NAT
;1724350414;22.5;12:37;1:29;0,103;SBV062205;8009806333;FRE
Shrewsbury;1743357262;5.3;12:37;3:59;0,039;SBV281110;1746765454;NAT
Bourne;1778344592;3.5;12:37;1:31;0,07;320180;1778347123;LOC
Stamford;1780481556;3.4;12:37;1:07;0,06;320180;1778347123;LOC
;1844279537;7.5;12:37;1:12;0,083;SBV022714;800243189;FRE
;1912374536;10.5;12:37;1:22;0,094;SBV010901;8009806000;FRE
Warrington;1925826800;7.5;12:37;10:59;0,03;SBV071613;1435866154;NAT
London;2072481084;17.4;12:37;3:53;0,181;SBV061205;1473687679;NAT
;2073519227;2.5;12:37;1:31;0,105;SBV010901;8009806000;FRE
Cellnet;7740173516;6.3;12:37;1:51;0,25;SBV051521;1484530710;MOB
Vodafone;7765537401;3.5;12:37;2:59;0,078;SBV051521;1484530710;MOB
Orange;7968131555;24.4;12:37;3:15;0,599;320180;1778347123;MOB
Leeds;1132432701;2.3;12:38;15:59;0,031;SBV051521;1484530710;NAT
Leeds;1132441114;11.5;12:38;10:59;0,044;SBV051521;1484530710;NAT
Leeds;1132531458;30.3;12:38;3:59;0,056;SBV051521;1484530710;NAT
;1132667219;26.5;12:38;6:12;0,43;SBV022714;800252099;FRE
;1142311991;3.5;12:38;7:59;0,037;SBV033005;800435723;FRE
Sheffield;1142570153;30.3;12:38;14:59;0,047;SBV051521;1484530710;NAT
;1142880066;2.4;12:38;0:59;0,028;SBV033003;800393494;FRE
Colchester;1206772367;27.3;12:38;2:12;0,086;SBV061205;1473687679;LOC
Huddersfield;1484425476;6.4;12:38;1:22;0,061;SBV051521;1484530710;LOC
Huddersfield;1484460463;5.4;12:38;2:59;0,11;SBV051521;1484530710;LOC
Huddersfield;1484511806;21.3;12:38;1:33;0,066;SBV051521;1484530710;LOC
Huddersfield;1484646700;16.4;12:38;15:59;0,028;SBV051521;1484530710;LOC
Huddersfield;1484658499;5.3;12:38;14:59;0,027;SBV051521;1484530710;LOC
;1613663600;30.5;12:38;1:04;0,074;SBV022714;800243093;FRE
Bourne;1778349429;17.4;12:38;5:00;0,164;320180;1778347123;LOC
Wakefield;1924211611;5.3;12:38;1:05;0,052;SBV051521;1484530710;LOC
Warrington;1925791551;3.4;12:38;2:42;0,132;SBV051521;1484530710;NAT
Cellnet;7710758620;26.4;12:38;8:05;1,272;320180;1778347123;MOB
Orange Pcs;7855305729;9.4;12:38;2:45;0,41;SBV051521;1484530710;MOB
Vodafone;468725072;14.3;12:39;22:59;0,07;SBV051521;1484530710;MOB
Leeds;1132432701;2.3;12:39;17:59;0,032;SBV051521;1484530710;NAT
Sheffield;1142550535;18.4;12:39;5:59;0,024;SBV051521;1484530710;NAT
;1179662653;2.5;12:39;8:01;0,557;SBV010901;8009806000;FRE
Bishops Stort;1279842620;16.3;12:39;11:59;0,028;SBV061205;1473687679;NAT
Halifax;1422370119;6.3;12:39;2:35;0,098;SBV051521;1484530710;LOC
;1423884866;22.5;12:39;10:59;0,068;SBV022714;800252099;FRE
Ipswich;1473231643;29.3;12:39;20:59;0,042;SBV061205;1473687690;LOC
Huddersfield;1484540587;8.5;12:39;4:52;0,166;SBV051521;1484530710;LOC
Huddersfield;1484653942;25.3;12:39;1:12;0,029;SBV051521;1484530710;LOC
Huddersfield;1484846171;11.5;12:39;16:59;0,04;SBV051521;1484530710;LOC
Huddersfield;1484860323;2.3;12:39;9:59;0,049;SBV051521;1484530710;LOC
Manchester;1619299915;14.5;12:39;12:59;0,045;SBV032504;1213251060;NAT
Peterborough;1733707000;13.3;12:39;2:59;0,052;320180;1778347123;LOC
Peterborough;1733874415;4.5;12:39;2:22;0,093;320180;1778347123;LOC
;1869326600;16.5;12:39;1:18;0,09;SBV022714;800243189;FRE
;1974202796;14.5;12:39;1:12;0,083;SBV010901;8009806000;FRE
Pontefract;1977736330;5.3;12:39;1:53;0,098;SBV051521;1484530710;NAT
London;2076134111;23.5;12:39;23:59;0,053;SBV032615;1634407040;NAT
Cellnet;7713502019;16.4;12:39;0:59;0,071;SBV051521;1484530710;MOB
Cellnet;7740336234;30.3;12:39;13:59;0,049;SBV051521;1484530710;MOB
Cellnet;7801455464;26.3;12:39;2:32;0,335;SBV051521;1484530710;MOB
Cellnet;7803151198;11.5;12:39;2:59;0,076;SBV051521;1484530710;MOB
Orange Pcs;7855305729;20.3;12:39;8:42;1,337;SBV051521;1484530710;MOB
Orange Pcs;7870356266;2.4;12:39;1:10;0,185;SBV051521;1484530710;MOB
Orange;7970711165;23.3;12:39;14:59;0,118;SBV051521;1484530710;MOB
;1162395180;2.5;12:40;12:59;0,042;SBV022714;800243093;FRE
;1234854770;29.5;12:40;1:37;0,112;SBV022714;800252048;FRE
;1235816940;11.5;12:40;2:06;0,145;SBV022714;800252099;FRE
Basingstoke;1256708144;14.5;12:40;9:59;0,043;SBV032615;1634407040;NAT
;1313334207;25.5;12:40;8:03;0,559;SBV010901;8009806000;FRE
;1352758504;26.5;12:40;11:00;0,764;SBV010901;8009806000;FRE
Huddersfield;1484346468;3.5;12:40;2:09;0,084;SBV051521;1484530710;LOC
Huddersfield;1484437730;23.3;12:40;5:59;0,035;SBV051521;1484531712;LOC
Huddersfield;1484460463;28.3;12:40;7:30;0,246;SBV051521;1484530710;LOC
Huddersfield;1484544131;15.3;12:40;13:59;0,027;SBV051521;1484530710;LOC
Huddersfield;1484687352;23.3;12:40;10:59;0,037;SBV051521;1484531712;LOC
;1709309114;23.5;12:40;2:14;0,155;SBV033005;800435723;FRE
Peterborough;1733754698;9.3;12:40;3:59;0,053;320180;1778347123;LOC
Bourne;1778394894;6.4;12:40;5:59;0,032;320180;1778347123;LOC
Bourne;1778560548;5.4;12:40;2:58;0,109;320180;1778347123;LOC
Clopton;1832710565;26.3;12:40;3:03;0,173;320180;1778347123;NAT
;1869357959;7.5;12:40;1:25;0,098;SBV022714;800243189;FRE
London;2075531179;29.3;12:40;3:59;0,039;SBV061205;1473687690;NAT
Cellnet;7740173516;12.4;12:40;1:18;0,181;SBV051521;1484530710;MOB
;7790825822;2.5;12:40;1:50;0,127;SBV010901;8009806000;FRE
Tscr (gsm);7802947799;4.5;12:40;19:59;0,142;320180;1778347123;MOB
Ir Cellphone;3,54E+11;19.4;12:40;5:11;1,412;SBV051521;1484530710;MOB
;1159170646;6.5;12:41;3:28;0,24;SBV022714;800243189;FRE
;1162368141;2.5;12:41;1:27;0,1;SBV022714;800252099;FRE
;1216893717;3.5;12:41;16:59;0,047;SBV022714;800252358;FRE
Chesterfield;1246822893;10.5;12:41;1:08;0,054;SBV121201;1629823472;LOC
Halifax;1422370119;21.3;12:41;13:59;0,039;SBV051521;1484530710;LOC
Halifax;1422370119;5.4;12:41;1:47;0,073;SBV051521;1484530710;LOC
;1462742325;29.5;12:41;2:59;0,031;SBV022714;800252099;FRE
Huddersfield;1484666998;23.3;12:41;3:59;0,046;SBV051521;1484531712;LOC
Southend On S;1702433229;28.5;12:41;15:59;0,046;110343;1702520063;LOC
Peterborough;1733415100;3.5;12:41;1:15;0,063;320180;1778347123;LOC
Peterborough;1733898106;20.3;12:41;10:49;0,32;320180;1778347123;LOC
Stamford;1780750412;4.4;12:41;17:59;0,038;320180;1778347123;LOC
;1865863949;12.5;12:41;2:08;0,148;SBV022714;800252099;FRE
Wakefield;1924406367;17.4;12:41;9:59;0,025;SBV051521;1484530710;LOC
Wigan;1942814598;20.4;12:41;18:59;0,049;SBV051521;1484530710;NAT
Orange;7773539772;10.5;12:41;3:59;0,111;320180;1778347123;MOB
Vodafone;7818008807;20.3;12:41;9:59;0,094;SBV051521;1484530710;MOB
;1132534820;12.5;12:42;16:59;0,019;SBV022714;800252099;FRE
;1189580861;2.5;12:42;20:59;0,052;SBV010901;8009806000;FRE
;1217675010;14.5;12:42;2:15;0,156;SBV022714;800252099;FRE
;1226370115;14.3;12:42;9:59;0,039;SBV033003;800393494;FRE
